,MCP default,MCP VCG buyers,MCP VCG sellers,MCP Huang buyers,MCP Huang sellers,Average Utility,Average Profit,VCG Utility,VCG Profit,Huang Utility,Huang Profit,Average quantity,VCG quantity,Huang quantity
0,0.47888479130368644,0.4668498264469414,0.48367895415167655,0.4792034911085584,0.47856609149881446,2.5556982832727897,2.564589206298554,2.7290269236037314,2.6517036513834484,2.552019495164169,2.535294084992117,11.543113777866855,11.543113777866855,11.317528089623424
1,0.5930791088040754,0.5931828320202048,0.6027511056902174,0.5932083066694802,0.5929499109386707,2.1098996202987976,3.1214712979262806,2.1087910338829388,3.2442441819886167,2.0148522486932885,3.1201023265451178,10.595928786239622,10.595928786239622,10.129754160886344
2,0.5128813978333486,0.49910023464830416,0.5098790304957912,0.5173911594242432,0.5083716362424542,2.719860743001208,3.31178733584658,2.927223056853053,3.2812010202800925,2.6594034214033644,3.1014903219544743,13.405879752027346,13.405879752027346,12.473419148891047
3,0.5837409206264834,0.5690939107953924,0.5893178999416391,0.5982023884318405,0.5692794528211262,2.2064520027285903,4.235228246782542,2.3949710599435727,4.361230080620644,2.0216085343705408,4.003788029349845,12.781791644246292,12.781791644246292,12.032027920227518
4,0.5571474051242145,0.5623171597402336,0.5699801037550528,0.5664775218027991,0.5478172884456299,3.4622019637124852,3.194219184369582,3.4035060586391555,3.3972760095633836,3.1812985632741353,3.0574855863562984,14.655079108188353,14.655079108188353,13.714857049036796
5,0.5852611381906548,0.5847184204456602,0.585079792631772,0.5854922795132748,0.5850299968680349,2.2766329379575656,3.5622506793232387,2.2856747721094175,3.5601537578463343,2.273561827265288,3.4478059554407765,13.286722847595705,13.286722847595705,12.591352038939839
6,0.5199243387007342,0.5163747020556597,0.5190718292823601,0.5217738821484841,0.5180747952529843,2.167552333297416,2.869726744066058,2.2151223025022855,2.8656805117933475,2.1471482243963314,2.805356950743293,11.031970579500905,11.031970579500905,10.561643730293833
7,0.4449276353465761,0.4386919843778547,0.4593343335625276,0.45864504558124936,0.4312102251119028,2.5721774920587808,2.8518130942528983,2.6615458567012937,3.041346060473825,2.398057196071991,2.6311858255105793,12.693379654613647,12.693379654613647,12.036574918495601
8,0.6077952352274725,0.5641709572144276,0.5941477508299402,0.6230598619304559,0.5925306085244889,3.2725878684602026,3.6880501463990227,3.8935998614111496,3.4949842799570794,3.0655771692210756,3.416355865900803,13.561464899673348,13.561464899673348,13.281393083713503
9,0.4928544028561066,0.49314884592815716,0.4966126923899609,0.4935973760847788,0.4921114296274343,3.319712386874735,2.47074734204652,3.3185604107472666,2.548327981629906,3.1534918555842095,2.461208829996062,12.838298450542526,12.838298450542526,11.881514538307265
10,0.5078591405438814,0.521821605932814,0.5307009307567054,0.5280099626748556,0.4877083184129071,3.377820060950724,2.7415822844681186,3.239649900514953,3.031612044480715,3.0627395816831573,2.506190878900621,11.681479000584957,11.681479000584957,11.000990271433855
11,0.46082907415862767,0.44069875440932327,0.44889304409332126,0.4783025589058659,0.4433555894113894,3.1173546674300168,3.1258427046770376,3.418855230554233,2.9786363243243623,2.877705261713047,2.8690815201818283,13.715032186401583,13.715032186401583,13.005046462094956
