Electricity.Timestep;Time;Sum [kWh]
0;2000/5/1 上午 12:00;0.000911944398329068
1;2000/5/1 上午 12:01;0.000870365213278238
2;2000/5/1 上午 12:02;0.000892527025546103
3;2000/5/1 上午 12:03;0.00094475280171164
4;2000/5/1 上午 12:04;0.000859996187267148
5;2000/5/1 上午 12:05;0.000937187898779074
6;2000/5/1 上午 12:06;0.000884967901663106
7;2000/5/1 上午 12:07;0.000931002041080803
8;2000/5/1 上午 12:08;0.000876190927057962
9;2000/5/1 上午 12:09;0.000925669320616326
10;2000/5/1 上午 12:10;0.000862298862188452
11;2000/5/1 上午 12:11;0.000934746461142901
12;2000/5/1 上午 12:12;0.000937702084106604
13;2000/5/1 上午 12:13;0.000889050211447756
14;2000/5/1 上午 12:14;0.000860212061312331
15;2000/5/1 上午 12:15;0.000920391198754239
16;2000/5/1 上午 12:16;0.000896677890908615
17;2000/5/1 上午 12:17;0.00090974233209884
18;2000/5/1 上午 12:18;0.000942658449344126
19;2000/5/1 上午 12:19;0.000892166344000871
20;2000/5/1 上午 12:20;0.000920288532477166
21;2000/5/1 上午 12:21;0.000896163073975746
22;2000/5/1 上午 12:22;0.000914919094856817
23;2000/5/1 上午 12:23;0.000932387383218656
24;2000/5/1 上午 12:24;0.000952269258100038
25;2000/5/1 上午 12:25;0.000874943257875094
26;2000/5/1 上午 12:26;0.000970316351238168
27;2000/5/1 上午 12:27;0.000899937403074087
28;2000/5/1 上午 12:28;0.000897104942308612
29;2000/5/1 上午 12:29;0.000911509379026885
30;2000/5/1 上午 12:30;0.000880577091768184
31;2000/5/1 上午 12:31;0.000931147137544306
32;2000/5/1 上午 12:32;0.00192766543651031
33;2000/5/1 上午 12:33;0.00217473773295076
34;2000/5/1 上午 12:34;0.00211580035935751
35;2000/5/1 上午 12:35;0.00212896346367456
36;2000/5/1 上午 12:36;0.00212075026343978
37;2000/5/1 上午 12:37;0.0021273854275027
38;2000/5/1 上午 12:38;0.00203367048434164
39;2000/5/1 上午 12:39;0.00213061976531947
40;2000/5/1 上午 12:40;0.00206955456692292
41;2000/5/1 上午 12:41;0.00211086539333573
42;2000/5/1 上午 12:42;0.00205793874525129
43;2000/5/1 上午 12:43;0.00204850637358473
44;2000/5/1 上午 12:44;0.00205533737965826
45;2000/5/1 上午 12:45;0.00204253973979323
46;2000/5/1 上午 12:46;0.00202168984304012
47;2000/5/1 上午 12:47;0.00199568180162608
48;2000/5/1 上午 12:48;0.0020365836982703
49;2000/5/1 上午 12:49;0.00202893752688198
50;2000/5/1 上午 12:50;0.00202253619287286
51;2000/5/1 上午 12:51;0.00195728524152963
52;2000/5/1 上午 12:52;0.00191671355277691
53;2000/5/1 上午 12:53;0.000985861738700949
54;2000/5/1 上午 12:54;0.000907134123849033
55;2000/5/1 上午 12:55;0.000962171282408689
56;2000/5/1 上午 12:56;0.000884713912581279
57;2000/5/1 上午 12:57;0.000868508784968019
58;2000/5/1 上午 12:58;0.000885705661689136
59;2000/5/1 上午 12:59;0.000956153762475738
60;2000/5/1 上午 01:00;0.00087664278226953
61;2000/5/1 上午 01:01;0.000896578274610309
62;2000/5/1 上午 01:02;0.000898338708274243
63;2000/5/1 上午 01:03;0.000926751073070385
64;2000/5/1 上午 01:04;0.000900467358581468
65;2000/5/1 上午 01:05;0.000936213382536397
66;2000/5/1 上午 01:06;0.000977216718981729
67;2000/5/1 上午 01:07;0.000906017209545511
68;2000/5/1 上午 01:08;0.000888829277159454
69;2000/5/1 上午 01:09;0.000897975388816589
70;2000/5/1 上午 01:10;0.000997047473849996
71;2000/5/1 上午 01:11;0.000918154086836884
72;2000/5/1 上午 01:12;0.00091158414025728
73;2000/5/1 上午 01:13;0.000888804117796946
74;2000/5/1 上午 01:14;0.000937201426515815
75;2000/5/1 上午 01:15;0.000904002755179258
76;2000/5/1 上午 01:16;0.000894093104355875
77;2000/5/1 上午 01:17;0.000889069928255492
78;2000/5/1 上午 01:18;0.000887432673302877
79;2000/5/1 上午 01:19;0.000940916895175532
80;2000/5/1 上午 01:20;0.000905772718605033
81;2000/5/1 上午 01:21;0.000868479090532968
82;2000/5/1 上午 01:22;0.000952703738739007
83;2000/5/1 上午 01:23;0.000940344779925412
84;2000/5/1 上午 01:24;0.000912837129112524
85;2000/5/1 上午 01:25;0.000926678658828962
86;2000/5/1 上午 01:26;0.000910124408435546
87;2000/5/1 上午 01:27;0.00129650532204757
88;2000/5/1 上午 01:28;0.00210580690439096
89;2000/5/1 上午 01:29;0.00214571666214826
90;2000/5/1 上午 01:30;0.00215570476794353
91;2000/5/1 上午 01:31;0.00207801746013738
92;2000/5/1 上午 01:32;0.00208599481698617
93;2000/5/1 上午 01:33;0.00208838811587738
94;2000/5/1 上午 01:34;0.00208856530195705
95;2000/5/1 上午 01:35;0.00207762089454504
