Electricity.Timestep;Time;Sum [kWh]
0;2000/5/1 上午 12:00;0.000542840834254968
1;2000/5/1 上午 12:01;0.000565153019995761
2;2000/5/1 上午 12:02;0.000559635724988692
3;2000/5/1 上午 12:03;0.000543051558931001
4;2000/5/1 上午 12:04;0.000564257142204673
5;2000/5/1 上午 12:05;0.000581475326833541
6;2000/5/1 上午 12:06;0.00196965228325824
7;2000/5/1 上午 12:07;0.001848271622183
8;2000/5/1 上午 12:08;0.00180815662074158
9;2000/5/1 上午 12:09;0.001811457536834
10;2000/5/1 上午 12:10;0.00184275492799943
11;2000/5/1 上午 12:11;0.00182504650026397
12;2000/5/1 上午 12:12;0.000909973114983344
13;2000/5/1 上午 12:13;0.00054560144107955
14;2000/5/1 上午 12:14;0.000550220786524845
15;2000/5/1 上午 12:15;0.00054901306920466
16;2000/5/1 上午 12:16;0.000570246951965225
17;2000/5/1 上午 12:17;0.000562615474370454
18;2000/5/1 上午 12:18;0.000572480909501337
19;2000/5/1 上午 12:19;0.000565917775487775
20;2000/5/1 上午 12:20;0.00057451504881381
21;2000/5/1 上午 12:21;0.000558545127347536
22;2000/5/1 上午 12:22;0.000551527568799138
23;2000/5/1 上午 12:23;0.000551898488089586
24;2000/5/1 上午 12:24;0.000570574507694767
25;2000/5/1 上午 12:25;0.000577295479178108
26;2000/5/1 上午 12:26;0.000547345670348498
27;2000/5/1 上午 12:27;0.000583484217674978
28;2000/5/1 上午 12:28;0.000560362294874369
29;2000/5/1 上午 12:29;0.000568380434061917
30;2000/5/1 上午 12:30;0.000565434867368312
31;2000/5/1 上午 12:31;0.000544365858634844
32;2000/5/1 上午 12:32;0.000635467977978365
33;2000/5/1 上午 12:33;0.000571884778263126
34;2000/5/1 上午 12:34;0.000555452214420215
35;2000/5/1 上午 12:35;0.000559067740631889
36;2000/5/1 上午 12:36;0.000569016071182034
37;2000/5/1 上午 12:37;0.000553872823448882
38;2000/5/1 上午 12:38;0.000568360856034804
39;2000/5/1 上午 12:39;0.000576252110777143
40;2000/5/1 上午 12:40;0.000553679154294224
41;2000/5/1 上午 12:41;0.000565310236902985
42;2000/5/1 上午 12:42;0.000582397233389378
43;2000/5/1 上午 12:43;0.000565107369434798
44;2000/5/1 上午 12:44;0.000572332245022975
45;2000/5/1 上午 12:45;0.000584638121229033
46;2000/5/1 上午 12:46;0.000546704934824291
47;2000/5/1 上午 12:47;0.00055034114469296
48;2000/5/1 上午 12:48;0.000541071322752633
49;2000/5/1 上午 12:49;0.000579916205342658
50;2000/5/1 上午 12:50;0.000559199988543512
51;2000/5/1 上午 12:51;0.000566436202773928
52;2000/5/1 上午 12:52;0.000594795971417878
53;2000/5/1 上午 12:53;0.000559100550945899
